Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MW512438,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/9849Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512439,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/52595Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512440,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/42530Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512441,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/47064Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512443,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/38380Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512444,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/52507Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512445,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/52797Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512446,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/46338Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512447,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/25169Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512448,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/6406Y15,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2015,2021-07-09,ssRNA(+)
MW512449,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/45975Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512450,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/29864Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512451,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/42883Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512454,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/33808Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512456,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/4869Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512457,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/15033Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512458,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/9637Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512461,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/35114Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512462,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/2204Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512465,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/26254Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512467,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/34992Y16,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2016,2021-07-09,ssRNA(+)
MW512468,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/36248Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512469,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/44766Y17,10718,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512470,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/38114Y17,10718,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512471,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/19665Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512472,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/32479Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512473,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/28876Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512474,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/6407Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512475,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/34054Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512476,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/26393Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512477,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/23127Y17,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2017,2021-07-09,ssRNA(+)
MW512479,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/30533Y18,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512480,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/27574Y18,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512481,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/51293Y18,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512482,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/23307Y18,10713,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512483,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/35295Y18,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512485,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/42870Y18,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512486,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/44357Y18,10721,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512487,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/52478Y18,10721,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512488,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/50047Y18,10721,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512489,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/33136Y18,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2018,2021-07-09,ssRNA(+)
MW512490,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/6437Y19,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MW512491,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/4143Y19,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MW512492,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/2038Y19,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MW512493,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/1897Y19,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MW512494,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/7537Y19,10723,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MW512496,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/4238Y19,10721,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MW512497,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/7344Y19,10721,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MW512498,Dengue virus type 2,Orthoflavivirus denguei,2,SG(EHI)D2/3725Y19,10721,complete,Singapore,Homo sapiens,blood,"Yenamandra,S.P., Koo,C., Chiang,S., Lim,H.S.J., Yeo,Z.Y., Ng,L.C., Hapuarachchi,H.C.",2019,2021-07-09,ssRNA(+)
MZ284953,Dengue virus type 3,Orthoflavivirus denguei,3,dev1,10735,complete,India,Homo sapiens,blood,"Saranya,S.",2019-05-25,2021-05-30,ssRNA(+)
MZ285058,Dengue virus 4,Orthoflavivirus denguei,4,dev1,10723,complete,India,Homo sapiens,blood,"Devaraj,M.",2019-05-25,2021-05-30,ssRNA(+)
MZ285732,Dengue virus type 3,Orthoflavivirus denguei,3,dev1,10735,complete,India,Homo sapiens,blood,"Abirami,S.",2019-05-25,2021-05-30,ssRNA(+)
MW186239,Dengue virus type 2,Orthoflavivirus denguei,2,DENV2TSM,10723,complete,Singapore,Homo sapiens,blood,"Sim,J.X.Y., Gan,E.S., Tan,H.C., Choy,M.M., Wong,H.M., Tan,B.H., Kee,T., Ho,Q.Y., Thangaraju,S., Lin,R.T.P., Ooi,E.E., Low,J.G.",2019-10,2021-03-23,ssRNA(+)
MW186240,Dengue virus type 2,Orthoflavivirus denguei,2,DENV2NMB,10723,complete,Singapore,Homo sapiens,blood,"Sim,J.X.Y., Gan,E.S., Tan,H.C., Choy,M.M., Wong,H.M., Tan,B.H., Kee,T., Ho,Q.Y., Thangaraju,S., Lin,R.T.P., Ooi,E.E., Low,J.G.",2019-10,2021-03-23,ssRNA(+)
MW362471,dengue virus type I,Orthoflavivirus denguei,1,P1 Thailand 2005,10735,complete,Thailand,Homo sapiens,blood,"Wongsurawat,T., Punyadee,N., Jenjaroenpun,P., Mairiang,D., Tangthawornchaikul,N., Malasit,P., Avirutnan,P., Suriyaphol,P., Chin-inmanu,K.",2005-11,2021-02-22,ssRNA(+)
MW362474,dengue virus type I,Orthoflavivirus denguei,1,P3.3 Thailand 2005,10735,complete,Thailand,Homo sapiens,blood,"Wongsurawat,T., Punyadee,N., Jenjaroenpun,P., Mairiang,D., Tangthawornchaikul,N., Malasit,P., Avirutnan,P., Suriyaphol,P., Chin-inmanu,K.",2005-11,2021-02-22,ssRNA(+)
MW582813,dengue virus type I,Orthoflavivirus denguei,1,Cam-03,10735,complete,"China: Wenzhou,Zhejiang",Homo sapiens,blood,"Han,A.",2019-06-21,2021-02-14,ssRNA(+)
MW582814,dengue virus type I,Orthoflavivirus denguei,1,Cam-11,10735,complete,"China: Wenzhou,Zhejiang",Homo sapiens,blood,"Han,A.",2019-06-28,2021-02-14,ssRNA(+)
MW582815,dengue virus type I,Orthoflavivirus denguei,1,ZJWZ-18,10735,complete,"China: Wenzhou,Zhejiang",Homo sapiens,blood,"Han,A.",2019-08-30,2021-02-14,ssRNA(+)
MW582816,dengue virus type I,Orthoflavivirus denguei,1,ZJWZ-62,10735,complete,"China: Wenzhou,Zhejiang",Homo sapiens,blood,"Han,A.",2019-08-30,2021-02-14,ssRNA(+)
MK783189,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,GZ8H/29,10677,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Li,X., Gan,M., Zhang,Z., Zhao,J., Zhang,F.",2017-05-20,2021-01-11,ssRNA(+)
MK783190,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10674,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783191,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10678,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783192,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10683,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783193,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10678,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783194,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10679,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783195,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10678,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783196,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10679,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783197,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10683,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783198,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10638,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783199,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10678,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783200,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10683,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2017,2021-01-11,ssRNA(+)
MK783201,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10683,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783202,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10637,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783203,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10683,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783204,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10678,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783205,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10683,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783206,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10694,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783207,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10680,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783208,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10726,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783209,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10658,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MK783210,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,,10686,complete,China,Homo sapiens,blood,"Zhang,L., Zhao,L., Wang,Y., Zhao,J., Zhang,F.",2018,2021-01-11,ssRNA(+)
MW396465,Dengue virus type 3,Orthoflavivirus denguei,1,IN003,10707,complete,Bangladesh,Homo sapiens,blood,"Shirin,T., Rahman,A., Hasan,S., Akram,A., Alam,A.A.N., Sultana,S., Hossain,S., Flora,M.S., Hossain,M.M.",2019-07-04,2020-12-27,ssRNA(+)
MW396468,Dengue virus type 3,Orthoflavivirus denguei,1,IN043,10707,complete,Bangladesh,Homo sapiens,blood,"Shirin,T., Rahman,A., Hasan,S., Akram,A., Alam,A.A.N., Sultana,S., Hossain,S., Flora,M.S., Hossain,M.M.",2019-07-07,2020-12-27,ssRNA(+)
MW386865,dengue virus type I,Orthoflavivirus denguei,1,YNBN04,10742,complete,China: Yunnan,Homo sapiens,blood,"Li,D.",2019-10,2020-12-26,ssRNA(+)
MW386867,dengue virus type I,Orthoflavivirus denguei,1,YNDL02,10739,complete,China: Yunnan,Homo sapiens,blood,"Li,D.",2019-10,2020-12-26,ssRNA(+)
MN253125,Dengue virus type 3,Orthoflavivirus denguei,III,MD_33_R4_DENV3_III_India,10651,complete,India,Homo sapiens,blood,"Jagtap,S., Pattabiraman,C., Sankaradoss,A., Pandit,A., Nisheetha,A., Krishna,S., Roy,R., Vedpathak,M., Agrawal,S., Shastri,J.",2017-10-27,2020-09-13,ssRNA(+)
MT180479,Dengue virus type 2,Orthoflavivirus denguei,2,231/17kandy,10723,complete,Sri Lanka: Kandy,Homo sapiens,blood,"Ngwe Tun,M.M., Muthugala,R., Nabeshima,T., Soe,A.M., Dumre,S.P., Rajamanthri,L., Jayawardana,D., Attanayake,S., Inoue,S., Morita,K., Rohitha,M.",2017-08,2020-06-26,ssRNA(+)
MT447147,dengue virus type I,Orthoflavivirus denguei,1,DENV1-HMU-HKU-2,10737,complete,China: Hainan,Homo sapiens,blood,"Du,J., Peng,R., Hu,X., Lv,G., Yin,F.",2019-10-25,2020-05-13,ssRNA(+)
MH891766,Dengue virus type 3,Orthoflavivirus denguei,3,MCVR7048AB/2017,10764,complete,"India: Nilgiri,Tamil Nadu",Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.",2017-02-21,2019-11-10,ssRNA(+)
MH891767,dengue virus type I,Orthoflavivirus denguei,1,MCVR0543AC/2017,10764,complete,"India: Nilgiri,Tamil Nadu",Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.",2017-04-26,2019-11-10,ssRNA(+)
MH891768,Dengue virus type 2,Orthoflavivirus denguei,2,MCVR2188AB/2016,10716,complete,"India: Sonapur, Assam",Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.",2016-10-26,2019-11-10,ssRNA(+)
MH891769,Dengue virus type 4,Orthoflavivirus denguei,4,MCVR4454AC/2017,10403,complete,"India: Krishnagiri, Tamil Nadu",Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.",2017-07-08,2019-11-10,ssRNA(+)
MH891770,Dengue virus type 2,Orthoflavivirus denguei,2,MCVR7291AD/2018,10446,complete,"India: Shimoga, Karnataka",Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.",2018-04-23,2019-11-10,ssRNA(+)
MH891771,dengue virus type I,Orthoflavivirus denguei,1,MCVR1715AD/2017,10623,complete,"India: Sonapur, Assam",Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.",2017-10-22,2019-11-10,ssRNA(+)
MH891772,Dengue virus type 2,Orthoflavivirus denguei,2,MCVR1233AD/2017,10510,complete,"India: Sonapur, Assam",Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.",2017-10-12,2019-11-10,ssRNA(+)
MK411558,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,ID/JMB-001M/2016,10696,complete,Indonesia: Jambi,Homo sapiens,blood,"Haryanto,S., Yohan,B., Santoso,M.S., Hayati,R.F., Denis,D., Udjung,G.I.V.W., Herlambang, Kendarsari,R.I., Trimarsanto,H., Sasmono,R.T.",2016-02-20,2019-08-12,ssRNA(+)
MK411559,Dengue virus type 2,Orthoflavivirus denguei,Cosmopolitan,ID/JMB-001B/2016,10676,complete,Indonesia: Jambi,Homo sapiens,blood,"Haryanto,S., Yohan,B., Santoso,M.S., Hayati,R.F., Denis,D., Udjung,G.I.V.W., Herlambang, Kendarsari,R.I., Trimarsanto,H., Sasmono,R.T.",2016-02-23,2019-08-12,ssRNA(+)
